Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E1
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
3,6,501234.4,2840.456,-5572.516,1,6254.688,-62.99088,-7.11E-07,0.0265049,8,,
4,7,398109.4,3247.683,-6596.127,1,7352.302,-63.78611,-2.99E-06,0.0268635,8,,
5,9,316265.6,3796.094,-7896.788,1,8761.825,-64.32577,-2.73E-06,0.0268002,8,,
6,11,251203.1,4459.863,-9465.805,1,10463.83,-64.77229,-8.51E-07,0.0263904,8,,
7,12,199546.9,5438.791,-11237.12,1,12484.12,-64.17291,-1.30E-06,0.0264099,8,,
8,14,158578.1,6715.859,-13438.68,1,15023.34,-63.44682,-2.47E-06,0.0266882,8,,
9,16,125953.1,8697.368,-15851.2,1,18080.5,-61.24693,-1.12E-06,0.0284417,7,,
10,17,100078.1,11060.27,-18527.41,1,21577.64,-59.16417,-2.67E-08,0.0261613,7,,
11,18,79453.13,14033.13,-21232.17,1,25450.62,-56.5378,-9.56E-09,0.0262412,7,,
12,20,63140.62,17763.59,-23747.29,1,29656.01,-53.20256,-3.53E-08,0.0261494,7,,
13,21,50203.12,22082.52,-26065.14,1,34161.81,-49.72856,-3.47E-08,0.0261531,7,,
14,22,39890.62,26934.71,-28000.17,1,38852.12,-46.11111,1.11E-07,0.0259699,7,,
15,24,31640.63,32132.3,-29211.17,1,43425.54,-42.27368,-5.96E-08,0.0262178,7,,
16,25,25171.88,37487.09,-30014.42,1,48022.37,-38.68287,-8.35E-09,0.0262379,7,,
17,26,20015.62,42672.77,-30145.1,1,52246.46,-35.23833,-5.42E-09,0.0260816,7,,
18,28,15890.62,47593.09,-30076.39,1,56300.02,-32.29079,3.60E-08,0.0260153,7,,
19,29,12609.37,52753.74,-29211.87,1,60301.66,-28.97506,-4.63E-09,0.0261442,6,,
20,30,10078.13,56908.8,-28737.34,1,63753,-26.79249,4.03E-09,0.0260901,6,,
21,32,8015.625,61251.57,-28214.21,1,67437.35,-24.73214,-2.98E-09,0.0260016,6,,
22,33,6328.125,65059.55,-27693.56,1,70708.4,-23.05775,-9.94E-09,0.0261553,6,,
23,34,5015.625,68800.14,-27397.14,1,74054.45,-21.71311,5.90E-09,0.0259134,6,,
24,36,3984.375,72224.66,-27306.7,1,77214.36,-20.7106,-4.26E-09,0.0261625,6,,
25,37,3170.956,75420.46,-27409.3,1,80246.59,-19.97216,4.01E-09,0.0261043,6,,
26,38,2527.573,78751.05,-28012.05,1,83584.7,-19.58067,-7.78E-09,0.026166,6,,
27,40,1976.103,82406.64,-29187.07,1,87422.76,-19.5033,2.20E-09,0.0259699,6,,
28,41,1577.524,85578.55,-30253.94,1,90768.88,-19.46964,-8.92E-10,0.0261679,6,,
29,42,1265.625,88922.83,-30770.04,1,94096.04,-19.08719,5.74E-10,0.0260698,5,,
30,44,998.264,92143.9,-33187.88,1,97938.4,-19.80773,4.07E-11,0.0259855,5,,
31,45,796.875,95499.3,-36220.89,1,102137.5,-20.7707,-1.34E-10,0.0261575,5,,
32,46,627.7902,99747.7,-40378.41,1,107610.5,-22.03838,-4.43E-10,0.0261615,5,,
33,48,505.5147,102768.5,-44496.59,1,111988,-23.41159,1.33E-09,0.0258625,5,,
34,49,397.9953,107902.6,-50616.36,1,119184.7,-25.13095,4.07E-12,0.0260813,5,,
35,50,315.5048,112253.1,-57182.3,1,125978.4,-26.99453,-1.27E-10,0.0260889,5,,
36,52,252.4038,117387.9,-65101.11,1,134231.5,-29.01191,2.47E-10,0.0260806,5,,
37,53,198.6229,123616.4,-75274.15,1,144731.5,-31.33863,-3.63E-11,0.0260775,5,,
38,54,158.3615,130805,-86976.6,1,157082.4,-33.62126,-1.41E-10,0.0260824,5,,
39,56,125.558,138141.8,-100613.9,1,170898.5,-36.06726,-5.85E-12,0.0260833,5,,
40,57,100.4464,152598.4,-122033,1,195392.8,-38.64933,-4.30E-11,0.0260864,5,,
41,58,79.00281,164820.1,-143094,1,218269.4,-40.96396,-7.32E-11,0.0260839,5,,
42,60,63.3446,177084.7,-158675,1,237774.6,-41.86163,-7.16E-11,0.026079,5,,
43,61,49.86702,192857.1,-195811.3,1,274838,-45.43549,1.52E-10,0.026078,5,,
44,63,39.72458,205485.3,-223901.8,1,303901.6,-47.45593,1.88E-10,0.0260797,5,,
45,64,31.6723,224777,-263084.1,1,346031.7,-49.48968,1.62E-12,0.0260807,5,,
46,65,24.93351,246070.5,-312308.1,1,397601.6,-51.76509,1.22E-10,0.0260798,5,,
47,67,19.86229,270413.3,-367720.7,1,456444.8,-53.67009,1.47E-10,0.0260897,5,,
48,68,15.83615,299227.6,-443527.7,1,535027.1,-55.99429,-3.66E-10,0.0260816,5,,
49,69,12.40079,337944.9,-529843.3,1,628443.1,-57.46943,3.39E-10,0.0260872,5,,
50,71,9.93114,389623.8,-615483.2,1,728441,-57.66467,9.69E-11,0.0260853,5,,
51,73,7.944915,447929.8,-715605.9,1,844235.2,-57.9557,-8.58E-11,0.026083,5,,
52,74,6.317385,514751.3,-846524.1,1,990743,-58.6972,2.07E-11,0.0260845,5,,
53,76,5.008013,601470,-998237,1,1165437,-58.92968,-3.33E-12,0.0260823,4,,
54,79,3.945707,706776.5,-1171761,1,1368414,-58.90268,4.76E-11,0.0260831,4,,
55,81,3.158693,823620.6,-1359694,1,1589691,-58.79504,7.89E-11,0.0260999,4,,
56,85,2.504006,968427,-1585279,1,1857677,-58.57976,-4.63E-11,0.0260761,4,,
57,87,1.998082,1129697,-1834019,1,2154029,-58.36826,-1.97E-11,0.0260625,4,,
58,90,1.584686,1317655,-2126506,1,2501648,-58.21625,3.05E-11,0.0261065,4,,
59,94,1.266892,1544600,-2447181,1,2893870,-57.74089,-1.27E-11,0.0260486,4,,
60,98,0.999041,1816565,-2833565,1,3365858,-57.33654,5.60E-11,0.0261183,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E16
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1986.353,-2639.194,1,3303.172,-53.03355,1.38E-06,0.0167644,8,,
1,3,794390.6,2225.975,-2952.293,1,3697.432,-52.98438,-3.04E-07,0.0164193,8,,
2,4,630984.4,2438.404,-3343.984,1,4138.604,-53.90079,-3.36E-06,0.0171274,8,,
3,6,501234.4,2653.861,-3851.906,1,4677.623,-55.43419,1.16E-06,0.0161234,8,,
4,7,398109.4,2906.208,-4515.186,1,5369.632,-57.23257,-9.65E-08,0.0162899,8,,
5,8,316265.6,3127.593,-5346.497,1,6194.099,-59.67323,1.55E-07,0.0160548,8,,
6,10,251203.1,3486.497,-6407.482,1,7294.621,-61.44811,-9.05E-07,0.0165085,8,,
7,12,199546.9,3955.304,-7796.219,1,8742.166,-63.09967,-7.83E-07,0.0163309,8,,
8,13,158578.1,4963.078,-10025.16,1,11186.42,-63.66173,-1.14E-07,0.0163823,8,,
9,15,125953.1,5581.211,-11336.56,1,12635.96,-63.78807,4.27E-07,0.0150144,7,,
10,16,100078.1,6804.435,-13709.34,1,15305.11,-63.60316,9.00E-08,0.0160701,7,,
11,17,79453.13,8469.97,-16335.37,1,18400.67,-62.59304,-3.37E-08,0.0162245,7,,
12,19,63140.62,10744.87,-19282.6,1,22074.21,-60.87208,-4.16E-08,0.0162844,7,,
13,20,50203.12,13806.79,-22291.75,1,26221.17,-58.22726,4.37E-09,0.016031,7,,
14,21,39890.62,17603.63,-25399.24,1,30903.23,-55.27505,-3.27E-08,0.0162119,7,,
15,23,31640.63,22122.16,-28442.45,1,36032.8,-52.12469,2.23E-08,0.0161959,7,,
16,24,25171.88,27322.43,-30640.91,1,41053.39,-48.27668,-3.73E-08,0.0161112,7,,
17,25,20015.62,33156,-32616.31,1,46509.61,-44.52987,8.41E-08,0.0159353,7,,
18,27,15890.62,39287.07,-33873.31,1,51873.65,-40.76791,8.25E-08,0.0159779,7,,
19,28,12609.37,45872.73,-33868.69,1,57021.01,-36.43914,1.81E-08,0.0158156,6,,
20,30,10078.13,51582.27,-33950.84,1,61752.66,-33.35244,-4.21E-09,0.0160475,6,,
21,31,8015.625,57033.85,-33206.83,1,65996.62,-30.20926,2.32E-09,0.0159315,6,,
22,33,6328.125,62266.45,-32455.86,1,70217.48,-27.5304,1.27E-08,0.0159681,6,,
23,34,5015.625,66990.4,-31570.9,1,74056.98,-25.23333,4.15E-10,0.016135,6,,
24,35,3984.375,71180.47,-30965.62,1,77624.28,-23.51047,2.65E-09,0.015928,6,,
25,37,3170.956,74953.14,-30524.26,1,80930.24,-22.15834,2.86E-09,0.0159363,6,,
26,38,2527.573,78515.27,-30439.82,1,84209.44,-21.19096,-4.79E-09,0.0160757,6,,
27,39,1976.103,82329.4,-30899.86,1,87937.09,-20.57211,4.57E-09,0.0161156,6,,
28,41,1577.524,85675.71,-31998.22,1,91456.08,-20.47969,1.26E-08,0.0159624,6,,
29,42,1265.625,89577.42,-32091.71,1,95152.5,-19.7104,3.48E-11,0.0159313,5,,
30,43,998.264,93046.36,-34586.64,1,99266.6,-20.39081,7.14E-10,0.0161146,5,,
31,45,796.875,96464,-37542.69,1,103512.1,-21.26542,8.01E-10,0.0160972,5,,
32,46,627.7902,100408.3,-41385.11,1,108602.8,-22.3999,1.40E-09,0.0157459,5,,
33,47,505.5147,103996.3,-45665.84,1,113580.8,-23.70677,-8.07E-10,0.0161557,5,,
34,49,397.9953,108379.3,-51464.61,1,119977.8,-25.40101,-3.58E-10,0.0160595,5,,
35,50,315.5048,113164.6,-58602.28,1,127438,-27.37738,-4.64E-10,0.0160605,5,,
36,51,252.4038,117857,-66686.01,1,135415.3,-29.50212,5.69E-11,0.0160572,5,,
37,53,198.6229,124080.1,-77329.87,1,146204.6,-31.93221,-2.35E-11,0.0160612,5,,
38,54,158.3615,130910.4,-89553.75,1,158610.9,-34.37541,-1.30E-10,0.0160579,5,,
39,56,125.558,138545.7,-104501.2,1,173537.9,-37.02625,-1.03E-10,0.0160632,5,,
40,57,100.4464,147642.4,-121439.2,1,191169.5,-39.43807,1.33E-10,0.0160546,5,,
41,58,79.00281,157296.5,-143672.2,1,213034.9,-42.40809,2.02E-10,0.0160543,5,,
42,60,63.3446,178457,-159181.7,1,239135.4,-41.73262,3.70E-11,0.0160543,5,,
43,61,49.86702,185154.1,-198186.8,1,271219.6,-46.94717,6.02E-11,0.0160601,5,,
44,63,39.72458,200764,-229759.4,1,305115.6,-48.853,1.82E-10,0.0160609,5,,
45,64,31.6723,223738,-270730.1,1,351217.1,-50.42884,-1.67E-10,0.0160619,5,,
46,66,24.93351,246193.8,-322802.8,1,405971.7,-52.66811,7.95E-11,0.0160579,5,,
47,67,19.86229,273250.1,-378677.5,1,466971.3,-54.18614,1.61E-10,0.0160599,5,,
48,69,15.83615,306777.8,-451859.9,1,546159.4,-55.82654,2.79E-10,0.0160565,5,,
49,70,12.40079,352070.2,-527921.1,1,634550.3,-56.3007,3.03E-10,0.0160569,5,,
50,71,9.93114,404499.6,-627301.1,1,746409.1,-57.18505,4.55E-10,0.0160526,6,,
51,73,7.944915,465943.2,-715773.8,1,854069.8,-56.93731,7.65E-10,0.0160624,6,,
52,75,6.317385,537117.8,-847038.4,1,1002980,-57.6207,6.38E-10,0.0160457,6,,
53,77,5.008013,627835.5,-992558,1,1174456,-57.68488,1.44E-10,0.0160611,4,,
54,80,3.945707,735542.9,-1155949,1,1370125,-57.53096,9.15E-12,0.0160557,4,,
55,83,3.158693,854028.6,-1333714,1,1583717,-57.36699,3.40E-11,0.0160503,4,,
56,86,2.504006,996254,-1546332,1,1839475,-57.20757,8.47E-11,0.0160635,4,,
57,89,1.998082,1157958,-1782502,1,2125601,-56.99125,9.08E-11,0.0160937,4,,
58,92,1.584686,1345355,-2054276,1,2455612,-56.77902,6.59E-11,0.0160451,4,,
59,95,1.266892,1563287,-2361129,1,2831748,-56.49173,4.38E-11,0.0161028,4,,
60,99,0.999041,1817255,-2726227,1,3276390,-56.31328,4.48E-11,0.0160261,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E17
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1993.822,-2625.409,1,3296.68,-52.78577,-3.68E-06,0.0110829,8,,
1,4,794390.6,2236.951,-2911.078,1,3671.284,-52.46035,1.52E-06,0.0097372,8,,
2,5,630984.4,2455.353,-3308.838,1,4120.336,-53.42241,-1.77E-06,0.009928,8,,
3,6,501234.4,2657.823,-3802.024,1,4638.902,-55.04434,2.06E-06,0.0092297,8,,
4,8,398109.4,2896.205,-4400.479,1,5268.038,-56.64882,1.50E-06,0.0090484,8,,
5,9,316265.6,3111.662,-5247.046,1,6100.322,-59.33074,1.07E-07,0.0093406,8,,
6,10,251203.1,3461.817,-6314.683,1,7201.347,-61.2677,-2.55E-06,0.0099877,8,,
7,12,199546.9,3853.908,-7620.195,1,8539.319,-63.17203,-8.46E-07,0.0096307,8,,
8,14,158578.1,4417.438,-9314.727,1,10309.12,-64.62771,1.49E-06,0.009134,8,,
9,16,125953.1,5406.438,-11245.9,1,12477.98,-64.32421,-2.08E-07,0.0095642,7,,
10,17,100078.1,6475.402,-13563.39,1,15029.85,-64.47938,-5.61E-08,0.0094698,7,,
11,19,79453.13,8066.147,-16298.1,1,18184.91,-63.66859,3.54E-08,0.0092624,7,,
12,20,63140.62,10220.21,-19313.68,1,21851.11,-62.11358,-5.10E-09,0.0093337,7,,
13,21,50203.12,13039.48,-22620.35,1,26109.54,-60.03875,3.08E-08,0.009339,7,,
14,23,39890.62,16609.78,-26028.17,1,30876.37,-57.45617,-2.25E-08,0.0093742,7,,
15,24,31640.63,21189.08,-29302.92,1,36161.28,-54.12913,-5.40E-08,0.0094599,7,,
16,25,25171.88,26455.35,-32336.54,1,41779.63,-50.71253,-2.41E-08,0.0094729,7,,
17,27,20015.62,32501.05,-34668.47,1,47520.75,-46.84817,3.21E-08,0.0093337,7,,
18,28,15890.62,38995.16,-36406.45,1,53348.4,-43.03367,-2.23E-08,0.0093709,7,,
19,29,12609.37,45891.08,-37204.21,1,59077.45,-39.03192,-2.12E-09,0.009243,6,,
20,31,10078.13,52311.85,-37573.01,1,64406.99,-35.68782,-6.56E-09,0.0094033,6,,
21,32,8015.625,58283.17,-37317.09,1,69206.16,-32.63031,-9.15E-09,0.0093916,6,,
22,33,6328.125,64226.85,-36905.66,1,74075.07,-29.88229,-9.30E-09,0.0093933,6,,
23,35,5015.625,69648.19,-36388.58,1,78581.16,-27.58539,3.66E-09,0.0093562,6,,
24,36,3984.375,74396,-36165.26,1,82720.55,-25.92524,-4.64E-09,0.0094492,6,,
25,37,3170.956,79037.3,-36064.08,1,86876.42,-24.52683,-1.95E-09,0.00929,6,,
26,39,2527.573,83333.98,-36369.07,1,90924.48,-23.57768,-4.43E-09,0.0093527,6,,
27,40,1976.103,87804.46,-37347.86,1,95417.4,-23.0426,-3.88E-09,0.0093754,6,,
28,41,1577.524,91960.98,-38620.73,1,99741.6,-22.78088,-6.92E-09,0.009383,6,,
29,43,1265.625,96715.4,-39586.77,1,104503.5,-22.25988,-1.22E-09,0.0094112,5,,
30,44,998.264,101059.4,-42472,1,109621.5,-22.79544,6.18E-10,0.0093119,5,,
31,45,796.875,105510.8,-46020.5,1,115110.5,-23.56531,-4.94E-10,0.0094388,5,,
32,47,627.7902,110564.6,-50576.13,1,121583.2,-24.58102,-3.31E-10,0.009263,5,,
33,48,505.5147,115184,-55733.57,1,127959.3,-25.82075,-1.02E-10,0.0093984,5,,
34,49,397.9953,120967.2,-62531.32,1,136173.5,-27.33571,-4.19E-11,0.0093232,5,,
35,51,315.5048,127111.9,-70682.47,1,145442.3,-29.0769,-1.79E-10,0.0093238,5,,
36,52,252.4038,133444.3,-80062.54,1,155619.3,-30.96249,6.76E-11,0.0093211,5,,
37,54,198.6229,141374.3,-92147.55,1,168753.9,-33.09624,1.84E-10,0.0093259,5,,
38,55,158.3615,150123.5,-105763.9,1,183638.4,-35.16517,1.29E-10,0.0093218,5,,
39,56,125.558,160419.9,-122568.4,1,201885,-37.38154,2.28E-10,0.0093272,5,,
40,58,100.4464,171378.6,-141388.9,1,222174.4,-39.52295,4.89E-10,0.0093232,5,,
41,59,79.00281,186012.7,-163707.1,1,247791.8,-41.35054,-1.60E-10,0.009319,5,,
42,60,63.3446,196517.3,-194541.1,1,276523.5,-44.71046,-3.58E-12,0.0093212,5,,
43,62,49.86702,222670.2,-220134.7,1,313115.5,-44.67192,1.66E-10,0.0093241,5,,
44,63,39.72458,245181.4,-256786.2,1,355039.5,-46.32436,2.32E-11,0.0093257,5,,
45,65,31.6723,268555.9,-294308.3,1,398421.5,-47.6196,-3.15E-11,0.0093195,5,,
46,66,24.93351,300980.8,-344398.4,1,457383.5,-48.84875,7.39E-11,0.0093128,5,,
47,68,19.86229,332822.4,-399631.4,1,520073.1,-50.21168,-1.54E-12,0.0093212,5,,
48,69,15.83615,385612,-460555.8,1,600673.2,-50.06139,-5.92E-10,0.0093189,5,,
49,70,12.40079,420942,-540317.2,1,684934.2,-52.07911,4.46E-10,0.0093207,6,,
50,72,9.93114,475977.1,-623333.3,1,784282.2,-52.63465,3.54E-10,0.0093113,5,,
51,73,7.944915,534986.3,-723966.5,1,900187.6,-53.53688,1.57E-10,0.0093195,5,,
52,75,6.317385,623292,-837192.2,1,1043735,-53.33221,6.52E-12,0.0093355,4,,
53,77,5.008013,716432.1,-967547,1,1203920,-53.48145,8.84E-11,0.0093282,4,,
54,79,3.945707,828493.3,-1127129,1,1398864,-53.68235,4.42E-11,0.0093165,4,,
55,82,3.158693,954091,-1282170,1,1598202,-53.34624,8.61E-11,0.0093153,4,,
56,85,2.504006,1104796,-1473491,1,1841671,-53.13813,7.24E-11,0.0093342,4,,
57,88,1.998082,1268065,-1679487,1,2104439,-52.94605,1.15E-10,0.0093407,4,,
58,91,1.584686,1460077,-1912521,1,2406151,-52.64078,7.53E-11,0.0092889,4,,
59,95,1.266892,1677078,-2169221,1,2741917,-52.29151,6.88E-11,0.009357,4,,
60,99,0.999041,1931116,-2479977,1,3143167,-52.09271,2.96E-11,0.0092784,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E18
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,1,1000078,2086.428,-2651.498,1,3373.962,-51.80127,1.82E-06,0.0260602,8,,
1,3,794390.6,2359.069,-2954.261,1,3780.59,-51.39156,2.45E-06,0.0244521,8,,
2,4,630984.4,2597.575,-3318.954,1,4214.6,-51.95153,-4.11E-06,0.0256848,8,,
3,6,501234.4,2830.237,-3789.139,1,4729.463,-53.24269,1.52E-06,0.0246206,8,,
4,7,398109.4,3114.092,-4369.77,1,5365.86,-54.52464,-1.01E-06,0.0249049,8,,
5,8,316265.6,3383.379,-5160.114,1,6170.416,-56.74798,9.42E-08,0.0247089,8,,
6,10,251203.1,3736.129,-6129.072,1,7178.035,-58.63456,5.19E-07,0.0244231,8,,
7,12,199546.9,4197.699,-7412.503,1,8518.561,-60.47713,2.26E-07,0.024542,8,,
8,13,158578.1,4887.636,-8827.79,1,10090.53,-61.02825,-2.42E-07,0.0247739,8,,
9,15,125953.1,5899.399,-10578.1,1,12111.94,-60.85162,3.05E-07,0.0238406,7,,
10,16,100078.1,7136.461,-12606.96,1,14486.7,-60.48697,1.07E-08,0.0245679,7,,
11,18,79453.13,8769.65,-14924.67,1,17310.48,-59.56176,4.55E-08,0.0245807,7,,
12,19,63140.62,10914.2,-17381.1,1,20523.7,-57.87386,-4.27E-08,0.0246406,7,,
13,20,50203.12,13633.16,-19914.64,1,24134.13,-55.60524,-5.63E-08,0.0246808,7,,
14,22,39890.62,17035.13,-22452.93,1,28183.85,-52.81226,-4.74E-08,0.0246828,7,,
15,23,31640.63,20987.86,-24966.41,1,32616.12,-49.94812,8.69E-08,0.024479,7,,
16,24,25171.88,25421.74,-26965.02,1,37059.11,-46.68741,8.62E-08,0.0245818,7,,
17,26,20015.62,30261.34,-28583.26,1,41626.32,-43.36653,-6.56E-08,0.0247213,7,,
18,27,15890.62,35583.26,-29778.9,1,46399.91,-39.92528,-3.87E-08,0.0246297,7,,
19,29,12609.37,41112.79,-30016.8,1,50904.52,-36.1335,-8.65E-09,0.0246772,6,,
20,30,10078.13,45990.66,-30195.9,1,55017.57,-33.28754,-7.42E-10,0.0246681,6,,
21,31,8015.625,51132.06,-30132.91,1,59350.48,-30.5115,1.94E-09,0.0244525,6,,
22,33,6328.125,55942.68,-29746.18,1,63359.44,-28.00074,3.90E-09,0.0243706,6,,
23,34,5015.625,60372.66,-29307.06,1,67110.08,-25.8936,-1.16E-08,0.0246583,6,,
24,36,3984.375,64585.34,-28772.69,1,70704.55,-24.01291,-1.04E-08,0.0246795,6,,
25,37,3170.956,68276.59,-28474.81,1,73976.4,-22.63862,7.72E-09,0.0243416,6,,
26,38,2527.573,71708.74,-28343.58,1,77107.09,-21.56689,-3.89E-09,0.0245321,6,,
27,40,1976.103,75389.3,-28593.79,1,80629.72,-20.77083,-6.53E-09,0.024693,6,,
28,41,1577.524,78246.27,-29227.14,1,83526.67,-20.48205,-1.07E-08,0.0246811,6,,
29,42,1265.625,81569.78,-30330.88,1,87026.38,-20.39713,1.75E-08,0.0243424,6,,
30,44,998.264,84466.68,-32182.1,1,90389.75,-20.85701,2.75E-09,0.0243638,6,,
31,45,796.875,87991.13,-33828.18,1,94269.74,-21.02925,9.26E-10,0.0243658,5,,
32,47,627.7902,91183.98,-37277.99,1,98509.7,-22.23581,5.71E-10,0.0243605,5,,
33,48,505.5147,94333.47,-41395.35,1,103016.4,-23.69279,8.19E-12,0.0246528,5,,
34,49,397.9953,98167.5,-46831.93,1,108766.2,-25.50401,4.40E-10,0.0245772,5,,
35,51,315.5048,102147.3,-53411.14,1,115268.4,-27.60433,-4.63E-10,0.0245802,5,,
36,52,252.4038,106502.9,-61365.04,1,122916.8,-29.94978,1.09E-10,0.0245771,5,,
37,53,198.6229,111548.1,-71321.91,1,132400.1,-32.59414,2.37E-10,0.0245791,5,,
38,55,158.3615,117260,-82915.8,1,143613.9,-35.26453,-2.32E-10,0.0245766,5,,
39,56,125.558,124168.3,-97351.6,1,157781.8,-38.0975,-7.88E-11,0.0245745,5,,
40,58,100.4464,131427.6,-113775.3,1,173833.3,-40.88235,1.46E-10,0.0245729,5,,
41,59,79.00281,141298.3,-135870.1,1,196025.2,-43.87803,-1.62E-10,0.0245706,5,,
42,61,63.3446,155410.5,-150424,1,216286.4,-44.06589,1.14E-10,0.0245707,5,,
43,62,49.86702,165279.5,-189082.2,1,251136.2,-48.84283,4.79E-11,0.0245714,5,,
44,64,39.72458,178663.5,-223993,1,286519.7,-51.42308,5.60E-11,0.0245711,5,,
45,65,31.6723,195959.7,-263798.4,1,328618,-53.3936,-5.58E-11,0.0245706,5,,
46,67,24.93351,220786.8,-316363.7,1,385788.5,-55.08922,1.77E-10,0.0245729,5,,
47,68,19.86229,250018,-376403.9,1,451872.7,-56.40678,3.77E-10,0.0245693,5,,
48,69,15.83615,276411.4,-445077.8,1,523925.1,-58.15804,-1.18E-10,0.0245686,5,,
49,71,12.40079,331811.5,-522551.2,1,618998,-57.58512,-2.72E-10,0.0245706,5,,
50,72,9.93114,379069.7,-622940.8,1,729211.3,-58.67879,3.48E-10,0.0245589,6,,
51,74,7.944915,433680.4,-728005.9,1,847390.9,-59.21732,1.89E-10,0.0245718,6,,
52,76,6.317385,515141.5,-843116,1,988036,-58.57519,4.33E-10,0.0245712,6,,
53,78,5.008013,606243.1,-987126,1,1158425,-58.44386,1.64E-10,0.0245796,4,,
54,81,3.945707,713760.8,-1146927,1,1350887,-58.10497,-2.82E-11,0.0245668,4,,
55,83,3.158693,834493.3,-1322640,1,1563891,-57.75094,6.62E-11,0.0245685,4,,
56,86,2.504006,975760,-1529381,1,1814142,-57.46173,2.86E-11,0.0245827,4,,
57,89,1.998082,1132634,-1756188,1,2089750,-57.18046,8.96E-11,0.0245464,4,,
58,92,1.584686,1325126,-2027532,1,2422157,-56.83274,2.41E-11,0.0245221,4,,
59,96,1.266892,1525424,-2324476,1,2780306,-56.72535,8.67E-11,0.0245668,4,,
60,100,0.999041,1778144,-2692113,1,3226340,-56.55518,-2.05E-11,0.0245475,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E19
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1929.463,-2755.983,1,3364.264,-55.00414,-2.28E-06,0.0165726,8,,
1,4,794390.6,2173.992,-3093.164,1,3780.729,-54.89901,-1.73E-06,0.016307,8,,
2,5,630984.4,2413.75,-3490.629,1,4243.899,-55.33636,6.85E-06,0.0146612,8,,
3,7,501234.4,2646.948,-4040.89,1,4830.644,-56.77356,-2.21E-06,0.0161051,8,,
4,8,398109.4,2900.688,-4702.568,1,5525.228,-58.33245,5.54E-07,0.0155097,8,,
5,10,316265.6,3188.099,-5565.795,1,6414.207,-60.19583,-2.03E-06,0.0158868,8,,
6,11,251203.1,3655.41,-6709.183,1,7640.364,-61.41683,2.22E-06,0.015251,8,,
7,13,199546.9,4091.048,-8055.946,1,9035.205,-63.07719,7.04E-07,0.0154527,8,,
8,15,158578.1,4757.082,-9769.74,1,10866.36,-64.03763,1.34E-06,0.0152653,8,,
9,16,125953.1,5765.287,-11734.41,1,13074.21,-63.83445,5.27E-07,0.0142494,7,,
10,18,100078.1,7033.587,-14049.56,1,15711.83,-63.40622,-4.41E-08,0.0156739,7,,
11,19,79453.13,8780.069,-16779.79,1,18938.09,-62.37907,1.49E-07,0.0154058,7,,
12,20,63140.62,11097.39,-19726.65,1,22633.88,-60.6397,-1.79E-08,0.0156707,7,,
13,22,50203.12,14100.37,-22871.27,1,26868.48,-58.34575,-8.17E-09,0.0156611,7,,
14,23,39890.62,17837.84,-26058.62,1,31579.11,-55.60729,-3.68E-08,0.015748,7,,
15,24,31640.63,22543.5,-29108.76,1,36817.52,-52.24374,-1.82E-08,0.0156637,7,,
16,26,25171.88,27822.28,-31602.46,1,42104.57,-48.63985,-6.31E-08,0.0157429,7,,
17,27,20015.62,33722.34,-33705.84,1,47678.93,-44.98598,-8.56E-09,0.0157537,7,,
18,28,15890.62,39872.46,-34920.04,1,53002.09,-41.21166,-3.30E-08,0.0156132,7,,
19,30,12609.37,46715.42,-35252.08,1,58523.84,-37.0387,-5.82E-09,0.0157458,6,,
20,31,10078.13,52772.22,-35291.96,1,63485.66,-33.77303,5.55E-09,0.0155812,6,,
21,33,8015.625,58663.28,-35174.37,1,68400.41,-30.94681,-2.47E-09,0.0155584,6,,
22,34,6328.125,64225.67,-34514.9,1,72912.38,-28.2536,1.98E-08,0.0151974,6,,
23,35,5015.625,69272.61,-33756.99,1,77059.91,-25.98027,-2.69E-09,0.0155564,6,,
24,37,3984.375,73757.92,-32978.58,1,80794.91,-24.09033,-2.79E-09,0.0155184,6,,
25,38,3170.956,78052.15,-32561.29,1,84571.72,-22.64461,-3.91E-09,0.0154527,6,,
26,39,2527.573,81750.94,-32500.52,1,87974.43,-21.68056,5.67E-09,0.0155934,6,,
27,41,1976.103,85715.84,-32876.52,1,91804.53,-20.98444,7.78E-09,0.0153489,6,,
28,42,1577.524,89408.77,-33866.2,1,95607.8,-20.74565,4.77E-09,0.0153408,6,,
29,44,1265.625,93211.48,-33992.16,1,99216.2,-20.03579,2.95E-10,0.0155919,5,,
30,45,998.264,96830.3,-36630.88,1,103527.4,-20.72162,-1.24E-09,0.0154868,5,,
