Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E1
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
23,35,5015.625,64072.27,-31175.16,1,71254.1,-25.94582,4.19E-09,0.004358,6,,
24,36,3984.375,68233.2,-30537.9,1,74755.16,-24.11099,-4.04E-09,0.0044779,6,,
25,37,3170.956,72116.83,-30307.88,1,78226.63,-22.79511,-1.01E-08,0.0044341,6,,
26,39,2527.573,75838.3,-30206.69,1,81632.67,-21.71758,-3.52E-09,0.0042357,6,,
27,40,1976.103,79659.37,-30795.58,1,85404.81,-21.13604,4.23E-10,0.0044269,6,,
28,41,1577.524,83115.61,-31524.69,1,88893.26,-20.7711,-1.22E-08,0.0044177,6,,
29,43,1265.625,86404.49,-32734.65,1,92397.48,-20.74937,-8.80E-09,0.0044336,6,,
30,44,998.264,90681.07,-33411.42,1,96640.5,-20.22631,-1.04E-09,0.0044728,5,,
31,46,796.875,94169.33,-35904.01,1,100781.7,-20.87038,-1.54E-09,0.0044536,5,,
32,47,627.7902,98008.7,-39104.39,1,105521.9,-21.75145,9.08E-11,0.0041493,5,,
33,48,505.5147,101821.3,-42628.9,1,110384.8,-22.7173,1.52E-09,0.0040705,5,,
34,50,397.9953,105928,-47834.09,1,116227.5,-24.3026,-2.64E-10,0.0043338,5,,
35,51,315.5048,110241.6,-53719.83,1,122633.7,-25.9796,6.11E-10,0.0043406,5,,
36,52,252.4038,114430,-60694.43,1,129530,-27.94178,1.85E-10,0.0043294,5,,
37,54,198.6229,119900,-69962.44,1,138819.1,-30.26385,-7.86E-11,0.0043335,5,,
38,55,158.3615,125584.1,-80846.47,1,149357,-32.77197,4.16E-10,0.0043284,5,,
39,57,125.558,131827,-94370.09,1,162123.6,-35.59749,-2.73E-11,0.0043356,5,,
40,58,100.4464,138657.6,-110018,1,177002.5,-38.43027,1.16E-11,0.0043315,5,,
41,59,79.00281,145200.9,-130058.9,1,194932.3,-41.85133,-1.14E-10,0.0043319,5,,
42,61,63.3446,157046.7,-162390.9,1,225908.1,-45.95846,4.14E-10,0.0043268,5,,
43,62,49.86702,167545.1,-182886.8,1,248030.1,-47.50677,2.17E-11,0.0043279,5,,
44,64,39.72458,183675.5,-216557.6,1,283961.1,-49.69672,1.91E-10,0.0043331,5,,
45,65,31.6723,201874.4,-259596,1,328851.6,-52.12964,-1.70E-10,0.0043287,5,,
46,67,24.93351,222778.6,-309938.5,1,381696.5,-54.29205,7.27E-11,0.0043305,5,,
47,68,19.86229,249225.8,-368624.7,1,444969.3,-55.93752,4.45E-10,0.0043336,5,,
48,69,15.83615,288903.9,-418412.5,1,508462.8,-55.37584,1.29E-09,0.0043244,5,,
49,71,12.40079,326179,-534956.3,1,626554.8,-58.62807,7.20E-10,0.0043305,5,,
50,72,9.93114,371445.8,-604482.4,1,709486.4,-58.42987,9.35E-10,0.0043229,6,,
51,74,7.944915,441111.3,-720534.5,1,844836.8,-58.52503,9.48E-10,0.004325,6,,
52,76,6.317385,503273.3,-833412.6,1,973581,-58.87346,7.06E-10,0.0043177,6,,
53,78,5.008013,591184.7,-978271,1,1143028,-58.85476,1.01E-11,0.0043244,4,,
54,81,3.945707,698558.9,-1147470,1,1343381,-58.66771,1.66E-10,0.0043358,4,,
55,84,3.158693,810592.8,-1321382,1,1550197,-58.47324,9.60E-11,0.0043511,4,,
56,87,2.504006,950320,-1538757,1,1808558,-58.30096,4.82E-12,0.0043255,4,,
57,90,1.998082,1109512,-1774660,1,2092949,-57.98648,5.30E-11,0.0042837,4,,
58,93,1.584686,1292721,-2053256,1,2426311,-57.80565,3.78E-11,0.0043301,4,,
59,96,1.266892,1506998,-2361061,1,2801010,-57.45107,7.08E-11,0.0042855,4,,
60,101,0.999041,1760098,-2735204,1,3252581,-57.2388,4.82E-11,0.0043663,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E29
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1808.948,-2702.469,1,3252.02,-56.2029,-3.16E-06,0.0257302,8,,
1,4,794390.6,2035.71,-3089.867,1,3700.188,-56.62173,1.97E-06,0.0245612,8,,
2,5,630984.4,2260.974,-3537.394,1,4198.233,-57.41476,1.32E-06,0.0241704,8,,
3,7,501234.4,2462.339,-4106.877,1,4788.481,-59.05458,-2.05E-06,0.024886,8,,
4,8,398109.4,2738.492,-4843.657,1,5564.203,-60.51718,-3.56E-06,0.0252686,8,,
5,10,316265.6,3012.082,-5792.316,1,6528.673,-62.52496,8.88E-07,0.0242604,8,,
6,11,251203.1,3806.574,-7518.845,1,8427.517,-63.14823,3.97E-07,0.0246414,8,,
7,13,199546.9,3891.6,-8470.042,1,9321.274,-65.32336,3.78E-06,0.0237384,8,,
8,15,158578.1,4627.687,-10160.26,1,11164.51,-65.51219,-2.01E-06,0.0246734,8,,
9,16,125953.1,5723.581,-12365.92,1,13626.28,-65.1629,-2.60E-07,0.0246697,7,,
10,18,100078.1,7046.317,-14901,1,16483.04,-64.69169,-7.19E-09,0.0245521,7,,
11,19,79453.13,8966.435,-17758.74,1,19893.96,-63.21067,-3.79E-08,0.0245549,7,,
12,20,63140.62,11574.21,-20902.56,1,23893.09,-61.02574,2.10E-08,0.0243137,7,,
13,22,50203.12,14945.63,-24117.32,1,28372.82,-58.21329,-7.97E-08,0.0245267,7,,
14,23,39890.62,19110,-27374.34,1,33384.82,-55.08114,8.86E-08,0.024368,7,,
15,24,31640.63,24471.96,-30258.79,1,38916.21,-51.03561,4.60E-08,0.0243541,7,,
16,26,25171.88,30208.37,-32351.71,1,44262.61,-46.96221,-7.83E-08,0.0245224,7,,
17,27,20015.62,36425.24,-33641.63,1,49583.84,-42.72496,-1.65E-08,0.0244538,7,,
18,29,15890.62,42659.88,-34053.23,1,54584.68,-38.5986,4.58E-08,0.0243448,7,,
19,30,12609.37,49473.17,-33716.87,1,59870.04,-34.27515,8.41E-09,0.0241406,6,,
20,32,10078.13,54651.42,-33632.13,1,64170.85,-31.60787,-6.11E-08,0.0245211,7,,
21,33,8015.625,60353.11,-32287.05,1,68446.7,-28.14541,-5.62E-09,0.0244558,6,,
22,35,6328.125,65226.55,-31100.6,1,72261.68,-25.49222,1.76E-08,0.0241122,6,,
23,36,5015.625,69801.88,-30190.08,1,76050.93,-23.38901,-5.75E-09,0.0245311,6,,
24,38,3984.375,73976.69,-29358.79,1,79589.5,-21.64642,5.20E-09,0.0243923,6,,
25,39,3170.956,77487.84,-28548.87,1,82579.67,-20.22533,-2.02E-09,0.024335,6,,
26,40,2527.573,80678.87,-28027.04,1,85408.4,-19.15672,-6.10E-09,0.0245321,6,,
27,42,1976.103,83939.26,-27918.91,1,88460.52,-18.39756,2.25E-09,0.0242292,6,,
28,43,1577.524,87232.85,-28537.15,1,91782.02,-18.11487,1.80E-08,0.0241099,6,,
29,44,1265.625,90228.84,-28007.88,1,94475.84,-17.24483,-5.93E-11,0.0243201,5,,
30,46,998.264,92879.31,-30002.78,1,97605,-17.902,-1.02E-09,0.0243315,5,,
31,47,796.875,96141.5,-32580.58,1,101512,-18.72057,-9.22E-10,0.0244559,5,,
32,48,627.7902,99190.3,-36117.5,1,105561.3,-20.00774,-4.35E-10,0.0244523,5,,
33,50,505.5147,102232.6,-40224.75,1,109861.4,-21.4778,-5.37E-10,0.0242746,5,,
34,51,397.9953,105896,-45915.43,1,115421.7,-23.44107,-3.68E-10,0.0243547,5,,
35,52,315.5048,110088.8,-52511.44,1,121971.3,-25.50075,5.86E-10,0.0243517,5,,
36,54,252.4038,114896.3,-60126.37,1,129677.8,-27.62351,-1.65E-10,0.0243514,5,,
37,55,198.6229,121062.3,-69586.45,1,139636.5,-29.89024,-1.06E-10,0.024353,5,,
38,56,158.3615,127522.3,-80255.37,1,150674.7,-32.18401,3.68E-10,0.0243456,5,,
39,58,125.558,134572.9,-93071.75,1,163622.1,-34.66807,-1.22E-11,0.0243507,5,,
40,59,100.4464,143371,-107333.4,1,179096.9,-36.82003,1.43E-10,0.0243439,5,,
41,61,79.00281,150997.2,-126489.8,1,196976.7,-39.95279,2.91E-10,0.0243396,5,,
42,62,63.3446,171340.2,-142249.1,1,222693.2,-39.69995,-2.37E-10,0.024346,5,,
43,64,49.86702,174505.4,-172933.6,1,245679,-44.74079,1.08E-10,0.0243459,5,,
44,65,39.72458,188922.4,-200307.2,1,275344.6,-46.6754,2.44E-10,0.024346,5,,
45,67,31.6723,206182.1,-238919.9,1,315584.8,-49.20659,3.16E-10,0.0243426,5,,
46,68,24.93351,225393.2,-282461.7,1,361367.8,-51.41151,4.20E-11,0.0243467,5,,
47,69,19.86229,250913,-332443.6,1,416504.6,-52.95618,2.09E-10,0.0243432,5,,
48,71,15.83615,282190.4,-387376,1,479261.5,-53.92792,-4.40E-10,0.024347,5,,
49,72,12.40079,306331.9,-463730.4,1,555774.4,-56.55197,6.79E-10,0.0243468,5,,
50,74,9.93114,357869.9,-552081.9,1,657925,-57.04794,1.74E-10,0.0243458,5,,
51,75,7.944915,399605.3,-641896.4,1,756118.6,-58.09614,9.95E-10,0.0243442,6,,
52,77,6.317385,470422.3,-762584.1,1,896008.7,-58.33043,5.90E-10,0.0243481,6,,
53,79,5.008013,545085.6,-896339,1,1049067,-58.6952,4.21E-11,0.0243449,5,,
54,82,3.945707,645725.8,-1049189,1,1231974,-58.38969,2.95E-11,0.0243507,4,,
55,85,3.158693,748549.6,-1225264,1,1435827,-58.57803,-1.62E-11,0.0243333,4,,
56,88,2.504006,880243.6,-1427504,1,1677080,-58.34072,1.22E-10,0.0243439,4,,
57,91,1.998082,1030328,-1649288,1,1944666,-58.00653,1.90E-11,0.0243786,4,,
58,94,1.584686,1203597,-1912100,1,2259374,-57.81108,6.35E-11,0.0243898,4,,
59,98,1.266892,1396461,-2196228,1,2602599,-57.54996,-1.32E-11,0.0243529,4,,
60,102,0.999041,1631159,-2548496,1,3025807,-57.37882,1.00E-10,0.024365,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E30
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1968.073,-2770.215,1,3398.147,-54.60847,-2.52E-07,0.0100763,8,,
1,3,794390.6,2205.105,-3135.494,1,3833.251,-54.88235,2.95E-06,0.0092173,8,,
2,5,630984.4,2478.371,-3556.75,1,4335.065,-55.13092,-2.52E-07,0.0096222,8,,
3,6,501234.4,2706.311,-4073.194,1,4890.3,-56.39915,-6.91E-07,0.0098837,8,,
4,8,398109.4,2976.76,-4815.26,1,5661.08,-58.27593,2.40E-06,0.009243,8,,
5,10,316265.6,3238.263,-5694.7,1,6551.027,-60.37549,4.00E-06,0.0088991,8,,
6,11,251203.1,3649.473,-6822.122,1,7736.924,-61.85558,1.68E-06,0.0091724,8,,
7,13,199546.9,4184.8,-8203.056,1,9208.837,-62.97153,1.97E-06,0.0090716,8,,
8,15,158578.1,4850.728,-9812.05,1,10945.58,-63.69384,2.01E-06,0.0090766,8,,
9,16,125953.1,5987.228,-11830.14,1,13258.93,-63.15606,-5.78E-07,0.0104062,7,,
10,18,100078.1,7396.954,-14154.43,1,15970.69,-62.40892,4.62E-08,0.0094477,7,,
11,19,79453.13,9200.678,-16810.84,1,19163.95,-61.30784,-1.06E-08,0.0097416,7,,
12,20,63140.62,11651.81,-19693.85,1,22882.58,-59.38945,1.39E-07,0.0094077,7,,
13,22,50203.12,14792.46,-22647.87,1,27050.74,-56.84943,8.33E-08,0.0095619,7,,
14,23,39890.62,18751.01,-25493.68,1,31646.93,-53.66492,-3.43E-08,0.0097383,7,,
15,24,31640.63,23381.47,-28128.16,1,36577.14,-50.26502,1.91E-08,0.0096819,7,,
16,26,25171.88,28550.29,-30233.89,1,41583.74,-46.64053,-1.80E-08,0.0096615,7,,
17,27,20015.62,34100.45,-31754.61,1,46596.09,-42.95992,8.41E-08,0.0095546,7,,
18,29,15890.62,39625.04,-32748.62,1,51406.38,-39.57246,-4.12E-08,0.0096037,7,,
19,30,12609.37,46025.97,-32467.48,1,56325.2,-35.19978,1.80E-08,0.0093021,6,,
20,32,10078.13,51161.82,-32614.95,1,60673.45,-32.51694,-3.44E-09,0.0095073,6,,
21,33,8015.625,56224.93,-32587.88,1,64986.25,-30.09651,1.14E-08,0.0094755,6,,
22,35,6328.125,61207.03,-32390.06,1,69248.95,-27.88728,8.15E-09,0.0093159,6,,
23,36,5015.625,66040.03,-32186.3,1,73465.94,-25.98348,-1.01E-08,0.0096421,6,,
24,37,3984.375,70654.62,-32096.46,1,77603.2,-24.431,-3.74E-09,0.0095041,6,,
25,39,3170.956,75161.95,-31881.1,1,81643.88,-22.98497,-3.29E-09,0.0094417,6,,
26,40,2527.573,79507.87,-32042.49,1,85721.77,-21.94994,8.29E-09,0.0093166,6,,
27,41,1976.103,84094.73,-32160.38,1,90034.51,-20.92837,1.90E-08,0.0092081,6,,
28,43,1577.524,88207.72,-32428.82,1,93979.95,-20.18553,8.01E-09,0.009313,6,,
29,44,1265.625,92616.77,-31420.78,1,97801.5,-18.73981,-2.59E-10,0.0096577,5,,
30,45,998.264,96589.6,-32496.33,1,101909.6,-18.59486,-2.58E-10,0.009563,5,,
31,47,796.875,100169.9,-33961.58,1,105770.5,-18.7287,6.91E-10,0.0095365,5,,
32,48,627.7902,103716.6,-35910.36,1,109757.4,-19.09765,3.21E-10,0.0093388,5,,
33,49,505.5147,106898.8,-38426.33,1,113595.5,-19.77171,1.77E-09,0.009196,5,,
34,51,397.9953,110646.4,-42166.17,1,118408.7,-20.86131,7.03E-11,0.0095385,5,,
35,52,315.5048,114441.2,-46605.84,1,123567.4,-22.15846,3.58E-10,0.0095297,5,,
36,53,252.4038,117973.5,-52275.68,1,129036.8,-23.8988,-4.02E-10,0.0095336,5,,
37,55,198.6229,122107.7,-59843.84,1,135983.8,-26.10903,-9.41E-11,0.0095344,5,,
38,56,158.3615,126156.5,-68906.16,1,143748.1,-28.64319,3.12E-10,0.0095371,5,,
39,58,125.558,131272.8,-80326.33,1,153898.9,-31.46261,7.29E-11,0.009531,5,,
40,59,100.4464,135864.8,-93481.14,1,164918.1,-34.52973,-5.24E-10,0.0095334,5,,
41,60,79.00281,142628.6,-113781.6,1,182453.2,-38.58102,-2.43E-10,0.0095316,5,,
42,62,63.3446,157643.2,-130565.5,1,204691.8,-39.63272,-2.57E-10,0.0095341,5,,
43,63,49.86702,160237.5,-160411.7,1,226733.3,-45.03111,1.26E-10,0.0095324,5,,
44,65,39.72458,170333.2,-189716.7,1,254962.4,-48.08157,2.82E-10,0.0095384,5,,
45,66,31.6723,186340.6,-228547,1,294883.9,-50.80869,3.10E-10,0.0095385,5,,
46,68,24.93351,203163.4,-274723.6,1,341684.7,-53.51636,2.28E-10,0.0095367,5,,
47,69,19.86229,226296.2,-329062.1,1,399364.3,-55.48367,3.40E-11,0.0095353,5,,
48,70,15.83615,254196.2,-387923,1,463788.7,-56.76418,3.09E-10,0.0095351,5,,
49,72,12.40079,294233.7,-473608.2,1,557564.6,-58.14899,-1.79E-10,0.0095371,5,,
50,73,9.93114,330402.6,-555747.8,1,646545.8,-59.26771,-5.01E-11,0.0095393,5,,
51,75,7.944915,384155.2,-664803.8,1,767814.6,-59.97864,8.95E-10,0.0095261,6,,
52,76,6.317385,445982.3,-773367.7,1,892747.4,-60.029,5.10E-10,0.0095455,6,,
53,79,5.008013,524381.6,-910122.8,1,1050381,-60.05092,1.58E-10,0.009539,5,,
54,82,3.945707,622876.4,-1071441,1,1239339,-59.82865,5.57E-11,0.0095332,4,,
55,84,3.158693,729266.9,-1244788,1,1442680,-59.63582,6.17E-12,0.0095203,4,,
56,87,2.504006,860890.9,-1449991,1,1686300,-59.30148,1.26E-10,0.009538,4,,
57,90,1.998082,1010415,-1677852,1,1958603,-58.94333,1.06E-10,0.0095607,4,,
58,93,1.584686,1187663,-1938434,1,2273339,-58.50453,6.61E-11,0.0095026,4,,
59,97,1.266892,1383344,-2236821,1,2630020,-58.26562,8.62E-11,0.0095501,4,,
60,101,0.999041,1618924,-2599252,1,3062193,-58.0836,3.05E-11,0.0095087,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E31
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1870.549,-2316.292,1,2977.274,-51.07699,-8.99E-07,0.0325938,8,,
1,4,794390.6,2074.099,-2555.862,1,3291.552,-50.94044,-7.59E-08,0.032188,8,,
2,5,630984.4,2296.814,-2865.508,1,3672.396,-51.2865,6.31E-06,0.030459,8,,
3,7,501234.4,2464.166,-3244.545,1,4074.21,-52.78407,9.65E-07,0.0310081,8,,
4,8,398109.4,2659.253,-3784.464,1,4625.343,-54.90519,5.58E-06,0.0303869,8,,
5,10,316265.6,2839.527,-4472.808,1,5298.011,-57.5909,-1.41E-06,0.031702,8,,
6,12,251203.1,3033.832,-5346.327,1,6147.142,-60.42678,2.26E-06,0.0309429,8,,
7,13,199546.9,3333.17,-6472.386,1,7280.234,-62.7523,2.10E-06,0.0309456,8,,
8,15,158578.1,3715.25,-7867.172,1,8700.314,-64.72111,1.93E-06,0.0310021,8,,
9,16,125953.1,4359.83,-9533.91,1,10483.49,-65.42552,6.09E-07,0.0295818,7,,
10,18,100078.1,5158.272,-11639.06,1,12730.89,-66.09774,9.00E-08,0.0311582,7,,
11,19,79453.13,6177.165,-14167.29,1,15455.4,-66.44203,1.87E-08,0.0312508,7,,
12,20,63140.62,7616.734,-17142.25,1,18758.23,-66.04321,-3.29E-08,0.0314728,7,,
13,22,50203.12,9694.05,-20548.12,1,22720.04,-64.74332,-6.06E-08,0.0314664,7,,
14,23,39890.62,12499.4,-24373.35,1,27391.52,-62.84986,8.54E-08,0.031306,7,,
15,24,31640.63,16342.42,-28420.11,1,32783.8,-60.0998,-4.10E-08,0.0313596,7,,
16,26,25171.88,21120.84,-32533.73,1,38788.31,-57.00843,-7.58E-08,0.0314602,7,,
17,27,20015.62,27039.38,-36296.58,1,45261.13,-53.31548,4.63E-08,0.0311895,7,,
18,29,15890.62,34179.39,-39649.41,1,52347.94,-49.23734,-5.10E-08,0.0313763,7,,
19,30,12609.37,42099.45,-41794.87,1,59322.63,-44.79198,8.11E-09,0.0310815,6,,
20,31,10078.13,49945.21,-42946.07,1,65870.24,-40.69104,5.09E-09,0.0312973,6,,
21,33,8015.625,57749.39,-43156.48,1,72093.51,-36.77099,1.87E-08,0.0309341,6,,
22,34,6328.125,65400.29,-42605.48,1,78053.98,-33.08252,-5.72E-09,0.0314521,6,,
23,36,5015.625,72274.8,-41586.44,1,83385.12,-29.91584,-5.73E-09,0.0314544,6,,
24,37,3984.375,78559.83,-40331.55,1,88307.88,-27.17535,-1.29E-08,0.0313909,6,,
25,38,3170.956,83934.07,-39253.97,1,92659.61,-25.06438,4.17E-09,0.0310687,6,,
26,40,2527.573,88953.27,-38571.11,1,96955.7,-23.44208,-5.93E-09,0.0314367,6,,
27,41,1976.103,93543.07,-38055.36,1,100987.7,-22.13757,-6.16E-09,0.0314451,6,,
28,42,1577.524,97955.8,-38212.2,1,105145.2,-21.31057,-3.43E-09,0.0311844,6,,
29,44,1265.625,102783.7,-37430.2,1,109387,-20.00984,7.88E-11,0.0313133,5,,
30,45,998.264,106859.1,-39067.28,1,113776.6,-20.08222,5.90E-10,0.0313961,5,,
31,47,796.875,111262.9,-41431.97,1,118726.8,-20.42427,1.20E-09,0.0310436,5,,
32,48,627.7902,115563.4,-44582.72,1,123864.9,-21.09591,-3.30E-10,0.0313773,5,,
33,49,505.5147,120308.6,-48182.36,1,129598.2,-21.8256,-1.28E-09,0.0313882,5,,
34,51,397.9953,124894.2,-53112.21,1,135718.4,-23.03799,3.62E-10,0.0312882,5,,
35,52,315.5048,129901.3,-58905.54,1,142633.1,-24.39258,4.63E-10,0.0312832,5,,
36,53,252.4038,135380.9,-66310.16,1,150748.3,-26.09581,5.56E-10,0.0312848,5,,
37,55,198.6229,140973.3,-75240.77,1,159795.7,-28.08989,-1.08E-10,0.0312846,5,,
38,56,158.3615,147270.4,-86597.98,1,170844.3,-30.45639,-9.63E-11,0.0312804,5,,
39,57,125.558,154305.8,-99426.6,1,183564.5,-32.79562,1.51E-10,0.031276,5,,
40,59,100.4464,162240.5,-115808.8,1,199333.1,-35.5196,8.95E-11,0.0312814,5,,
41,60,79.00281,173149.3,-137658.7,1,221202.7,-38.48571,1.64E-10,0.031281,5,,
42,62,63.3446,171476.9,-157680.9,1,232954.1,-42.59995,1.22E-10,0.0312801,5,,
43,63,49.86702,195881.2,-188217.9,1,271653.2,-43.85702,6.80E-11,0.0312815,5,,
44,65,39.72458,212376.4,-222380.2,1,307500.8,-46.31815,5.95E-11,0.0312834,5,,
45,66,31.6723,230925.3,-264765.8,1,351322.4,-48.90549,2.25E-10,0.0312815,5,,
46,68,24.93351,253766.6,-312743.6,1,402748.1,-50.94341,1.56E-10,0.0312751,5,,
47,69,19.86229,281386.2,-366595.6,1,462136.9,-52.49139,2.82E-10,0.0312792,5,,
48,70,15.83615,296095.2,-429502.8,1,521675.2,-55.41799,8.84E-10,0.031275,5,,
49,72,12.40079,347801.2,-528959.1,1,633058.8,-56.67428,-3.62E-10,0.0312794,5,,
50,73,9.93114,399718.8,-610464.5,1,729686.3,-56.7841,5.04E-10,0.0312796,6,,
51,75,7.944915,448681.8,-710557.8,1,840361.6,-57.72963,7.31E-10,0.0312808,6,,
52,77,6.317385,517032.3,-839744.6,1,986151,-58.37931,6.49E-10,0.0312643,6,,
53,79,5.008013,602356,-988200,1,1157313,-58.63566,2.14E-12,0.0312765,4,,
54,82,3.945707,706329.5,-1160100,1,1358210,-58.66476,-2.32E-12,0.03128,4,,
55,84,3.158693,816720,-1357663,1,1584387,-58.97044,-1.88E-11,0.0312713,4,,
56,88,2.504006,956113,-1583616,1,1849863,-58.87838,7.23E-11,0.0312669,4,,
57,90,1.998082,1109570,-1835000,1,2144381,-58.8399,-2.10E-11,0.0312991,4,,
58,94,1.584686,1301546,-2134864,1,2500333,-58.63091,3.24E-11,0.0313347,4,,
59,97,1.266892,1505177,-2469646,1,2892181,-58.63892,-2.20E-11,0.0312745,4,,
60,101,0.999041,1762308,-2880533,1,3376862,-58.54174,6.54E-11,0.0313,4,,
Pt,Time,Freq,Zreal,Zimag,Zsig,Zmod,Zphz,Idc,Vdc,IERange,,A1-E32
#,s,Hz,ohm,ohm,V,ohm,°,A,V,#,,
0,2,1000078,1941.599,-2562.51,1,3215.006,-52.84901,-2.07E-06,0.0210356,8,,
1,3,794390.6,2176.722,-2832.421,1,3572.216,-52.45765,2.91E-06,0.0189296,8,,
2,5,630984.4,2391.521,-3191.899,1,3988.432,-53.15771,-4.93E-06,0.0202473,8,,
3,6,501234.4,2611.624,-3649.498,1,4487.696,-54.41204,-1.10E-06,0.0195813,8,,
4,8,398109.4,2795.493,-4258.758,1,5094.292,-56.71869,-1.05E-06,0.0195148,8,,
5,9,316265.6,3082.11,-5004.881,1,5877.774,-58.37437,2.10E-06,0.0187768,8,,
6,11,251203.1,3338.011,-6028.034,1,6890.538,-61.0246,-1.21E-06,0.0195722,8,,
7,12,199546.9,3680.938,-7285.633,1,8162.705,-63.19562,3.97E-06,0.0184413,8,,
8,14,158578.1,4054.742,-8742.726,1,9637.23,-65.11885,1.68E-06,0.0187193,8,,
9,16,125953.1,5054.442,-10704.9,1,11838.17,-64.72512,1.36E-06,0.0168062,7,,
10,17,100078.1,6047.893,-13004.96,1,14342.46,-65.05946,9.15E-08,0.0189483,7,,
11,19,79453.13,7452.949,-15688.13,1,17368.47,-64.58904,4.15E-08,0.0190947,7,,
12,20,63140.62,9384.114,-18771.73,1,20986.65,-63.43923,9.31E-08,0.0189396,7,,
13,21,50203.12,11993.12,-22126.74,1,25167.98,-61.54146,-4.90E-09,0.0191712,7,,
14,23,39890.62,15235.49,-25966.12,1,30105.8,-59.59794,-3.57E-08,0.0192642,7,,
15,24,31640.63,19829.6,-29249.32,1,35337.46,-55.86466,4.21E-08,0.0190785,7,,
16,26,25171.88,24940.67,-32468.4,1,40941.83,-52.47026,-6.17E-08,0.0192527,7,,
17,27,20015.62,30928.97,-35326.98,1,46953.14,-48.79767,4.29E-08,0.01908,7,,
18,29,15890.62,37772.26,-37263.7,1,53059.65,-44.61168,4.33E-08,0.0190785,7,,
19,30,12609.37,44888.66,-38571.64,1,59184.15,-40.6716,-6.01E-09,0.019252,6,,
20,31,10078.13,51024.63,-40191.64,1,64952.91,-38.22718,8.59E-08,0.0190904,7,,
21,33,8015.625,57877.83,-39581.76,1,70118.18,-34.36763,-1.50E-09,0.0192016,6,,
22,35,6328.125,64367.14,-39417.24,1,75477.46,-31.48253,-1.31E-08,0.0191905,6,,
23,36,5015.625,70292.39,-39460.43,1,80611.08,-29.30879,4.68E-09,0.0191235,6,,
24,37,3984.375,75727.66,-39101.26,1,85226.69,-27.30914,5.31E-09,0.0190884,6,,
25,39,3170.956,81026.09,-39067.89,1,89952.92,-25.74171,6.69E-09,0.0190781,6,,
26,40,2527.573,85889.55,-39358.58,1,94478.1,-24.61945,-8.81E-10,0.0192118,6,,
27,42,1976.103,91037.1,-40082.54,1,99470.4,-23.76332,9.53E-09,0.0190708,6,,
28,43,1577.524,95534.5,-41344.51,1,104097.1,-23.40153,-6.25E-09,0.0192497,6,,
29,44,1265.625,100574.2,-41360.25,1,108746.7,-22.35449,-4.86E-10,0.0192469,5,,
30,46,998.264,105043.9,-44041.17,1,113902.8,-22.74657,1.14E-09,0.0190842,5,,
31,47,796.875,109469.9,-47604.7,1,119372.8,-23.50256,-1.36E-09,0.0192142,5,,
32,48,627.7902,114409,-52462.68,1,125864,-24.634,-3.91E-10,0.0190477,5,,
33,50,505.5147,119276.5,-57640.38,1,132473.7,-25.79216,5.00E-10,0.0190923,5,,
34,51,397.9953,125097.4,-65108.16,1,141026.4,-27.49515,6.82E-11,0.019076,5,,
35,52,315.5048,131515.3,-74137.27,1,150972.3,-29.41064,-1.63E-10,0.0190786,5,,
36,54,252.4038,138623.4,-84313.51,1,162250.4,-31.30881,-4.77E-10,0.019075,5,,
37,55,198.6229,147424,-96859.9,1,176396.3,-33.30554,1.88E-10,0.0190785,5,,
38,56,158.3615,157617.5,-111513,1,193076.2,-35.27906,-4.68E-12,0.0190799,5,,
39,58,125.558,168984.6,-128407.5,1,212236.4,-37.23035,-3.72E-11,0.0190774,5,,
40,59,100.4464,182141.3,-146324.5,1,233637.2,-38.77689,7.56E-11,0.0190713,5,,
41,61,79.00281,198269.5,-168310.9,1,260075.7,-40.32791,6.38E-11,0.0190681,5,,
42,62,63.3446,212719,-210009.9,1,298920.6,-44.63281,-4.52E-11,0.019071,5,,
43,64,49.86702,237629.1,-223765,1,326402.2,-43.27887,5.39E-11,0.0190693,5,,
44,65,39.72458,265497.4,-255310.5,1,368337.2,-43.87945,1.33E-10,0.0190702,5,,
45,67,31.6723,290450.1,-292435.8,1,412164.9,-45.19519,2.82E-11,0.0190719,5,,
46,68,24.93351,320190.4,-334246.6,1,462863.6,-46.23043,7.78E-11,0.0190701,5,,
47,70,19.86229,356006.5,-380797.1,1,521293.6,-46.92706,-1.11E-10,0.0190793,5,,
48,71,15.83615,396543.6,-457042.3,1,605090.4,-49.05412,-7.65E-10,0.0190707,5,,
49,72,12.40079,437597.5,-523714.3,1,682472.2,-50.11904,9.19E-10,0.0190746,6,,
50,74,9.93114,483894.9,-591707.1,1,764376.6,-50.72388,5.77E-10,0.0190719,6,,
51,76,7.944915,543890.9,-678201.1,1,869352.7,-51.27174,3.47E-10,0.0190682,6,,
